0.001,5,3,0.75,0.1630427107596687
0.003,5,3,0.75,0.16107036263451152
0.005,5,3,0.75,0.16779840975190213
0.001,5,5,0.75,0.1245472666136037
0.003,5,5,0.75,0.12232599483797392
0.005,5,5,0.75,0.12313083391199474
0.001,5,10,0.75,NA
0.003,5,10,0.75,NA
0.005,5,10,0.75,NA
0.001,5,3,0.8,0.1719334947937333
0.003,5,3,0.8,0.16849541868855436
0.005,5,3,0.8,0.17463298011429362
0.001,5,5,0.8,0.13047824619422627
0.003,5,5,0.8,0.12806878226538185
0.005,5,5,0.8,0.1285952321490589
0.001,5,10,0.8,NA
0.003,5,10,0.8,NA
0.005,5,10,0.8,NA
